,URODZONY,PLEC,KLM6,woj,q9,q10,q11,q12,q13,q14,q15,q16,q18,q21,q22,q23,q24s1,q24s2,q24s3,q25s1,q25s2,q25s3,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37s1,q37s2,q37s3,q37s4,q37s5,q37s6,q38s1,q38s2,q38s3,q38s4,q38s5,q38s6,q38s7,q38s8,q38s9,q38s10,q38s11,q38s12,q38s13,q38s14,q38s15,q38s16,q38s17,q38s18,q38s19,q38s20,q38s21,q38s22,q38s23,q38s24,q38s25,q40,q41,q42,q43,q44,q45s1,q45s2,q45s3,q46,q47s1,q47s2,q47s3,q47s4,q48s1,q48s2,q48s3,q48s4,q48s5,q48s6,q48s7,q50,q51,q52,q53,q54,q55,q56s1,q56s2,q56s3,q56s4,q57,q58,q59,q61s1,q61s2,q61s3,q61s4,q62s1,q62s2,q62s3,q62s4,q63s1,q63s2,q63s3,q63s4,q64s1,q64s2,q64s3,q64s4,q65s1,q65s2,q65s3,q65s4,q66s1,q66s2,q66s3,q66s4,q67s1,q67s2,q67s3,q67s4,q68s1,q68s2,q68s3,q68s4,q69s1,q69s2,q69s3,q69s4,q70s1,q70s2,q70s3,q70s4,q70s5,q70s6,q70s7,q72,q73i1,q73i2,q73i3,q73i4,q73i5,q73i6,q73i7,q73i8,q73i9,q73i10,q74,q75i1,q75i2,q75i3,q75i4,q75i5,q75i6,q75i7,q75i8,q75i9,q75i10,q75i11,q75i12,q76,q77i1,q77i2,q77i3,q77i4,q77i5,q77i6,q77i7,q77i8,q77i9,q77i10,q78,q80,q81,q82,q83,q84i1,q84i2,q84i3,q84i4,q84i5,q84i6,q84i7,q84i8,q84i9,q84i10,q85,q86,q87,q88s1,q88s2,q88s3,q88s4,q88s5,q88s6,q88s7,q88s8,q88s9,q88s10,q88s11,q88s12,q88s13,q88s14,q88s15,q90,q91,q92,q93,q94,q96i1,q96i2,q96i3,q96i4,q96i5,q96i6,q96i7,q96i8,q96i9,q96i10,q96i11,q96i12,q96i13,q96i14,q96i15,q96i16,q96i17,q96i18,q96i19,q96i20,q96i21,q98,q99,q100,q101,q102,q103s1,q103s2,q119,q120,q140,q141,q142,q143,q144,q145,q146,q147,q148,q149,q150,q151,q152,q153,q154,q155,q156,r7s1,r7s2,r7s3,r7s4,r7s5,waga,error,decade,economical_opinion,politicians_opinion,muslims_opinion
21,1984,2,3,12,11,4,,14,4.0,2,2,3,2.0,1,2,4,5,5,,3,3,,3,3,,3,3,,,4,3,3,3,3,3,3,3,3,4,4,4,3,5,5,4,3,4,3,3,5,3,3,4,5,3,3,3,3,3,5,5,3,2,3,3,2,1,2,2,2,2,2,3,4,4,4,2,6,7,2,4,4,6,6,2,6,4,3,3,2,2,2,2,2,1,2,2.0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,2,5,3,,,,,5.0,6.0,,8.0,,,5.0,,,,,,6.0,,,9.0,,,,9.0,1.0,,3.0,,,,,,,,1.0,3,2,3,2,1.0,,,4.0,,,,,,,,,3,3,2,5,2,2,3,3,4,2,8,8,10,8,8,10,3,2,3,10.0,,,,,,,,,8.0,,10.0,,,,,,,17.0,,,,,1,1.0,,2,4,2,2,2,,3,3,1,3000.0,,1,1000.0,,5,5,2,4,2,,2,,1,2012,7,5,17,47,0.5519292833949705,-1.0,80,1.6666666666666667,3.36,3.0
22,1989,1,3,12,8,4,,11,11.0,2,2,5,1.0,1,1,2,3,4,,2,2,,2,2,,3,3,,,3,3,3,3,3,3,3,3,3,4,12,12,12,12,12,12,4,6,5,12,12,6,5,12,7,5,12,12,12,6,12,12,4,12,6,3,1,2,2,2,2,2,2,8,2,4,3,1,7,7,2,4,5,4,6,3,5,3,3,1,1,3,2,3,3,2,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,2,5,3,,,,,,,,8.0,,,8.0,,,,,,,,,9.0,,,,9.0,1.0,,3.0,,,,,,,,1.0,1,2,2,2,1.0,,,4.0,,,,,,,,,1,4,10,4,2,6,9,3,6,4,3,3,10,8,7,9,3,2,3,15.0,,,,,,,,,8.0,,10.0,,,,,,,,,19.0,,,2,,2.0,1,3,1,1,2,,4,4,1,5000.0,,1,1000.0,,3,2,2,6,1,3.0,2,,1,2012,7,5,18,13,0.8909993586001544,4.0,80,2.6666666666666665,5.52,3.0
23,1937,1,3,12,2,4,,13,6.0,1,3,2,0.0,1,2,2,3,2,,3,2,,3,3,,3,1,11.0,nie wiem,2,2,2,2,2,2,2,2,2,3,12,7,5,6,6,12,6,12,9,6,6,7,6,6,4,6,12,12,12,8,6,12,12,6,7,2,2,1,2,2,2,2,2,3,2,4,2,2,7,7,4,5,5,5,6,2,9,4,1,1,2,2,2,2,2,2,2,2.0,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,2,,,,,,6.0,,8.0,,,8.0,,,,4.0,5.0,,,,9.0,,,,9.0,1.0,,,,5.0,,,,,,1.0,2,2,1,2,,,3.0,,5.0,,,,,,,,1,6,3,6,2,9,6,9,10,4,9,9,10,8,8,6,2,1,1,12.0,,,,3.0,,,,,8.0,9.0,,,,,,,,,18.0,,,,1,1.0,,2,2,1,1,1,12.0,3,3,1,2300.0,,1,1150.0,,3,2,2,4,1,2.0,2,,2,2012,7,5,16,55,1.4238768133742572,1.0,30,4.0,6.64,3.0
24,1950,1,4,12,4,4,,12,6.0,1,3,2,0.0,1,7,3,3,3,,3,3,,3,3,,3,3,,,2,2,2,2,2,7,1,3,7,3,9,10,10,12,12,9,1,10,11,10,1,3,10,10,3,10,10,6,10,10,9,10,10,12,9,3,1,3,1,2,2,2,2,3,1,7,2,2,6,7,6,7,6,97,6,1,11,4,1,3,7,1,1,3,3,7,4,,2,2,4,4,2,2,7,7,1,1,1,1,2,2,2,2,7,7,7,7,2,2,2,2,4,2,3,4,2,2,2,3,7,7,7,7,5,5,5,5,5,3,5,2,1.0,2.0,3.0,4.0,5.0,,,,,,5.0,,,,,5.0,6.0,,,9.0,,,,9.0,1.0,2.0,3.0,,,,,,,,3.0,3,2,3,7,1.0,,,,,,,8.0,,,,,2,4,1,5,2,10,2,2,10,2,10,10,10,8,10,7,4,1,2,10.0,997.0,,,,,,,,,,,,,,,,,,,,97.0,,1,1.0,,2,3,2,2,1,7.0,5,3,1,3000.0,,1,1500.0,,4,2,2,5,1,2.0,2,,2,2012,7,5,17,28,1.97156572001335,-1.0,50,3.0,9.92,3.0
25,1976,1,4,12,4,1,2.0,6,,2,2,2,1.0,1,1,3,3,3,3.0,3,3,2.0,2,3,4.0,2,2,,,2,2,2,2,3,3,2,2,7,4,12,97,12,12,12,97,6,8,7,8,12,7,7,97,8,7,12,12,12,6,12,12,8,12,6,2,1,3,1,2,1,2,2,3,1,3,3,2,7,7,3,3,7,97,5,2,6,7,7,3,1,2,2,7,2,7,3,,3,3,3,3,2,2,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,5,5,3,5,2,,,,,5.0,,,,,,5.0,,,,4.0,5.0,,,,9.0,,,,4.0,1.0,,,,5.0,6.0,,,,,5.0,3,2,3,2,1.0,,3.0,,,,,,,,,,2,4,7,4,97,2,3,3,5,4,6,5,10,7,9,7,3,1,3,10.0,997.0,,,,,,,,,,,,,,,,,,,,97.0,,2,,2.0,1,1,2,2,2,,3,4,1,3200.0,,1,1600.0,,5,5,2,97,7,,2,,1,2012,7,5,15,55,1.531012427853327,-1.0,70,3.0,6.68,4.0
26,1951,2,3,12,8,4,,13,4.0,1,3,3,0.0,1,2,3,2,3,,3,4,,3,3,,2,1,97.0,,2,2,2,2,2,2,2,7,7,3,5,6,12,12,5,6,1,6,7,5,5,6,5,7,2,7,12,12,12,7,12,7,7,12,2,3,1,3,2,2,2,2,2,3,1,3,2,1,7,7,3,5,7,5,5,1,9,4,1,2,2,1,1,2,1,2,2,2.0,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,3,5,5,5,5,3,5,3,1.0,,3.0,4.0,5.0,6.0,,8.0,,,5.0,,,,4.0,5.0,,,,9.0,,,,9.0,1.0,,,,5.0,,7.0,,,,1.0,3,1,2,1,,,3.0,,,,7.0,,,,,,2,5,2,10,2,6,6,5,6,5,10,10,10,6,8,10,3,1,2,12.0,,,,,,,,,,,,11.0,12.0,,,,16.0,,,,,,1,1.0,,2,2,2,1,1,7.0,3,3,1,1800.0,,1,2000.0,,3,2,2,4,1,2.0,2,,1,2012,7,5,17,57,0.9774748497261949,1.0,50,2.6666666666666665,6.32,3.5555555555555554
27,1975,1,3,12,8,1,3.0,1,,2,2,3,1.0,1,1,3,3,3,2.0,3,3,2.0,3,3,2.0,2,2,,,3,3,3,3,3,4,3,4,4,4,6,7,6,6,6,9,5,2,6,5,2,2,7,5,1,6,6,6,6,6,6,6,6,6,5,1,1,2,2,2,1,2,2,3,2,3,3,1,5,5,2,4,6,97,97,3,6,3,7,2,2,3,3,3,4,1,3,,1,3,3,4,2,3,4,4,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,2,2,2,3,3,3,5,5,5,5,3,5,3,1.0,2.0,,4.0,5.0,,,8.0,,,5.0,,,,4.0,,6.0,,,9.0,,,,6.0,,2.0,3.0,4.0,,,,,,,3.0,2,2,2,2,,,3.0,,,,7.0,,,,,,2,2,10,3,2,4,5,9,5,2,3,3,3,7,8,6,1,1,2,10.0,,,,,,,,,8.0,,,,12.0,,14.0,,,17.0,,,,,2,,2.0,2,2,1,1,2,,3,3,1,4000.0,,1,2500.0,,3,2,2,7,2,,2,,1,2012,7,5,18,49,0.7942767954741561,-1.0,70,3.0,5.96,3.111111111111111
28,1961,2,3,7,2,4,,14,7.0,2,2,1,,1,2,4,3,3,,2,3,,3,4,,4,3,,,5,3,7,3,3,3,2,1,7,3,12,12,12,12,12,12,6,12,11,12,12,12,11,12,12,9,12,12,12,12,12,12,11,12,12,2,2,4,2,2,1,2,2,3,3,3,3,3,1,5,4,1,4,5,7,3,2,1,2,3,2,2,2,2,2,2,2,2.0,2,2,7,2,2,3,3,3,2,2,7,7,2,7,7,4,7,2,2,4,7,7,7,4,4,4,4,4,2,2,2,4,7,7,7,7,2,2,5,5,5,2,5,4,,,3.0,,,,,,,,3.0,,,,4.0,,6.0,,,,,,,4.0,,,,,,,,,97.0,,,4,1,2,2,,,3.0,,5.0,,,,,,,,2,1,2,9,1,3,4,4,9,2,9,9,9,5,9,9,2,2,3,10.0,,,2.0,,,,,,,,10.0,,,,,,,,,19.0,,,1,1.0,,2,4,1,2,1,7.0,2,4,3,,,3,,,5,3,2,5,2,,2,,2,2012,7,5,15,57,0.8282625721820865,-1.0,60,3.0,7.7,2.111111111111111
29,1966,2,2,15,11,1,1.0,3,,2,3,1,,1,7,3,3,3,2.0,3,3,3.0,2,3,3.0,2,2,,,5,7,7,2,7,7,2,7,7,2,5,6,6,12,12,12,6,7,9,5,6,7,6,12,4,6,6,12,12,6,6,8,8,12,6,4,2,4,2,2,2,2,2,3,5,3,2,5,5,5,97,97,5,97,97,2,6,7,3,7,7,7,7,7,7,2,3,,2,2,2,3,2,7,7,7,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,3,5,5,5,5,5,3,5,3,,2.0,,,5.0,,,,,,5.0,,,,4.0,,,7.0,,,,,,4.0,,,3.0,,,,,,,,3.0,2,2,2,2,1.0,,,,,,,8.0,,,,,3,3,10,5,2,5,10,10,6,6,10,10,10,7,7,7,4,2,3,10.0,997.0,,,,,,,,,,,,,,,,,,,,97.0,,2,,1.0,1,1,2,2,8,,5,3,5,,8.0,5,,8.0,4,3,2,97,7,,2,,1,2012,7,5,19,42,0.7056429416962005,-1.0,60,3.0,6.74,3.111111111111111
30,1983,1,2,15,4,4,,12,7.0,1,3,3,0.0,1,7,3,3,3,,3,3,,2,3,,3,3,,,5,3,3,3,3,3,3,7,7,3,12,12,12,12,12,12,4,6,8,6,12,6,6,12,6,6,12,12,12,6,12,6,6,12,6,2,2,1,2,1,2,2,2,3,2,4,2,2,5,6,5,5,5,97,5,2,9,2,3,7,1,2,7,7,7,2,3,,2,2,7,3,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,3,5,4,1.0,,,,,,,,,,1.0,,,,,,,,,,,97.0,,,,,,,,,,,97.0,,,3,2,2,2,,2.0,,,,,,8.0,,,,,3,5,10,6,2,9,10,3,5,2,4,5,10,10,10,9,2,1,2,5.0,,,,,,,,,8.0,,,,12.0,,,,16.0,,,,,,2,,1.0,2,2,2,2,2,,4,3,5,,8.0,5,,8.0,3,3,2,97,2,,2,,1,2012,7,5,18,41,1.269840411295889,-6.0,80,3.0,6.28,3.0
31,1961,1,2,15,8,3,3.0,7,,2,3,2,0.0,1,1,2,3,2,2.0,3,3,3.0,3,3,3.0,2,1,5.0,,2,2,7,7,7,3,2,3,3,3,11,9,9,12,12,9,9,9,11,8,8,9,9,10,7,11,10,6,11,9,12,11,11,7,11,1,1,1,1,2,2,2,2,3,2,4,2,1,7,7,5,6,7,7,7,4,2,3,3,3,7,3,3,7,7,2,4,,1,1,4,4,2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,,,,,5.0,,,,,,5.0,1.0,,,,,6.0,,,9.0,,,,9.0,,,3.0,,,,,,,,3.0,2,2,2,1,1.0,,,,,,,,,,,,2,9,1,4,2,9,9,9,10,3,10,10,10,10,10,10,1,1,2,5.0,,,,,,,6.0,,,,,,,,,,,17.0,,,,,1,1.0,,2,4,2,2,1,5.0,2,3,5,,8.0,5,,8.0,4,5,2,4,1,1.0,2,,2,2012,7,5,17,4,0.8528391273850208,-6.0,60,3.6666666666666665,9.84,4.0
32,1983,1,1,9,8,1,3.0,5,,2,2,6,1.0,1,2,3,2,2,2.0,3,3,3.0,2,3,3.0,2,2,,,2,3,3,3,3,2,2,2,2,2,12,6,7,12,12,12,8,7,8,6,7,6,12,7,5,7,6,97,12,6,7,7,6,12,7,2,2,2,2,2,1,2,1,3,2,2,2,2,5,5,5,3,4,4,4,2,5,4,7,3,1,2,2,2,2,2,3,,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,5,5,5,5,5,5,5,3,1.0,,3.0,,5.0,6.0,,,,,6.0,,,,,,,7.0,,9.0,,,,9.0,,,,,,,7.0,,,,7.0,2,2,3,2,,,3.0,4.0,,,,,,,,,3,2,10,3,2,3,3,3,10,10,10,10,10,8,10,10,3,2,2,10.0,,,,,,,,,,,10.0,,12.0,13.0,,,,17.0,,,,,2,,2.0,1,1,2,2,2,,4,3,1,1600.0,,1,900.0,,4,2,2,4,1,2.0,1,1.0,1,2012,7,5,12,57,1.3376788972866076,-1.0,80,3.6666666666666665,6.48,2.5555555555555554
33,1974,2,1,9,8,1,3.0,5,,2,3,5,1.0,1,2,3,7,7,2.0,3,4,3.0,2,3,3.0,3,3,,,5,7,3,7,4,4,2,7,7,4,6,6,12,12,12,12,6,6,9,7,6,6,8,12,3,8,12,12,6,6,6,8,8,12,6,2,2,2,2,2,1,1,2,3,2,2,2,2,5,4,3,1,4,97,4,2,6,7,3,7,1,2,2,7,7,2,3,,2,7,7,3,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,3,2,3,4,7,7,7,7,5,5,5,5,5,5,5,3,1.0,2.0,,4.0,5.0,,,,,,4.0,,,,,5.0,6.0,,,9.0,,,,9.0,1.0,,,,,,,,,,1.0,2,2,2,1,,,3.0,,,,,8.0,,,,,2,1,10,4,2,9,10,3,9,9,10,2,10,8,8,10,2,1,2,3.0,,,,,,,,,8.0,,10.0,,12.0,,,,,17.0,,,,,2,,2.0,1,1,2,2,7,,4,3,1,1200.0,,1,680.0,,5,2,2,97,2,,1,1.0,2,2012,7,5,18,6,0.8013704842410897,-8.0,70,2.6666666666666665,7.12,3.5555555555555554
34,1938,1,1,9,4,4,,13,6.0,1,2,2,0.0,1,2,4,4,5,,4,4,,3,5,,3,3,,,4,3,4,4,7,7,4,4,7,4,12,6,12,12,12,12,11,1,1,12,12,1,12,12,1,2,12,12,12,12,12,12,1,12,6,3,7,4,2,2,1,2,2,3,2,4,4,1,97,3,1,1,7,7,1,4,99,7,7,2,2,7,2,7,2,7,2,2.0,2,7,7,4,2,7,7,4,1,1,1,7,2,2,2,3,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,3,7,7,7,7,5,5,5,5,5,5,5,3,1.0,,,,5.0,6.0,,,,,1.0,,,,,,,,,,,97.0,,,,,,,,6.0,7.0,,,,7.0,5,1,2,1,,2.0,,,,,,8.0,,,,,3,2,9,2,2,5,2,2,10,2,10,10,10,6,10,10,3,2,2,3.0,,,,,,,,,8.0,,10.0,,,,,,,17.0,,,,,2,,1.0,1,1,7,1,1,1.0,2,1,1,1300.0,,1,1000.0,,4,2,2,97,1,1.0,1,1.0,2,2012,7,5,15,5,1.0182998772451628,-8.0,30,1.3333333333333333,4.6,3.0
35,1944,2,1,9,2,3,4.0,13,9.0,1,3,5,0.0,1,2,4,3,3,4.0,2,7,3.0,3,4,3.0,3,1,5.0,,2,2,2,2,3,7,1,2,7,3,9,8,97,12,11,10,1,11,11,11,1,2,10,12,1,11,10,1,11,10,12,10,10,12,9,3,2,1,2,2,2,2,1,3,2,3,1,2,7,7,7,97,7,97,7,7,99,4,7,7,7,2,7,7,7,7,7,,3,3,4,4,2,7,7,7,3,3,2,3,4,3,7,4,3,3,3,4,7,2,2,3,4,4,4,4,2,2,3,4,7,7,7,7,5,5,5,5,5,5,5,2,1.0,2.0,,4.0,5.0,6.0,,,,,5.0,,,,4.0,,6.0,,,9.0,,,,9.0,,,,,,,,,97.0,,,3,1,2,2,,2.0,3.0,,,,,,,,,,3,4,10,10,2,4,10,9,10,10,10,10,10,8,10,10,4,1,2,10.0,997.0,,,,,,,7.0,,,10.0,,12.0,,,,,,,,,,2,,2.0,1,1,2,2,1,5.0,3,3,1,800.0,,4,,7.0,3,1,2,97,1,2.0,1,1.0,2,2012,7,5,11,31,0.6881168641366229,-1.0,40,3.0,9.56,1.5555555555555556
36,1964,1,1,9,4,1,4.0,9,,2,3,6,0.0,1,2,3,5,5,2.0,4,4,3.0,3,4,4.0,3,3,,,4,4,4,4,4,4,4,3,3,4,4,8,8,4,3,9,3,3,1,1,9,1,1,7,1,1,1,1,2,8,6,1,1,7,7,1,1,2,2,2,2,2,2,3,1,4,2,1,7,7,5,2,7,7,7,1,11,2,1,2,2,1,1,1,1,7,4,,1,2,3,2,2,3,4,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,1,4,3,1,1,4,7,7,7,7,5,5,5,5,5,5,5,1,1.0,,,4.0,5.0,,,8.0,,,5.0,,,,4.0,5.0,,,,9.0,,,,9.0,,,,,5.0,,,,,,5.0,2,2,1,2,,,3.0,,,,,8.0,,,,,1,10,10,4,2,5,9,9,10,1,10,2,10,7,10,10,1,1,2,4.0,,,2.0,,,,6.0,,8.0,,10.0,,,,,,,,,,,,2,,1.0,1,1,1,1,2,,5,3,1,1200.0,,1,1500.0,,1,3,2,6,2,,1,1.0,2,2012,7,5,19,8,1.4728993822926315,-7.0,60,1.3333333333333333,3.16,3.111111111111111
37,1991,2,1,9,8,4,,11,11.0,2,3,7,0.0,1,1,2,4,3,,3,3,,2,2,,2,1,7.0,,5,3,3,3,3,3,3,2,3,3,12,6,6,12,6,6,6,6,8,6,6,6,4,12,6,6,6,6,6,12,12,6,5,6,6,3,2,3,2,2,2,1,2,3,2,3,2,2,6,5,3,3,3,4,4,2,8,1,3,2,2,2,2,2,2,2,4,,3,3,3,3,2,3,3,3,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,2,2,2,3,5,5,5,5,5,5,5,3,,2.0,3.0,4.0,5.0,,,,,,3.0,,2.0,3.0,,5.0,,,,,,,,2.0,,,,4.0,5.0,,7.0,,,,5.0,1,2,2,2,,2.0,,,,,7.0,,,,,,2,4,10,6,4,9,5,4,5,5,5,4,10,7,6,9,4,1,3,8.0,,,,,,,,7.0,,,10.0,,12.0,,,,,,18.0,,,,2,,2.0,1,2,2,2,1,1.0,3,3,3,,,1,500.0,,5,2,2,3,1,1.0,1,3.0,1,2012,7,5,13,59,0.952182671556316,-3.0,90,3.0,6.02,2.5555555555555554
38,1991,1,4,10,6,4,,11,11.0,2,3,10,2.0,1,1,2,3,3,,3,2,,2,3,,2,1,7.0,,3,3,3,3,2,2,3,2,2,3,6,12,12,7,12,6,6,5,7,12,7,8,7,6,3,5,6,12,8,6,12,7,3,12,4,1,2,3,2,2,2,1,1,3,2,3,3,1,5,6,3,3,4,4,5,2,8,2,1,2,2,2,3,2,2,2,2,2.0,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,5,4,5,2,1.0,,,,5.0,,,,,,5.0,,,,4.0,,6.0,,,9.0,,,,9.0,1.0,2.0,,,5.0,,,,,,5.0,2,2,2,2,1.0,2.0,,,,,,,,,,,3,4,10,4,10,5,6,6,4,4,3,3,10,7,7,10,2,1,2,8.0,,,,,,,,,,,10.0,,12.0,,,,16.0,17.0,,,,,2,,2.0,1,2,2,2,1,1.0,3,3,3,,,4,,3.0,3,2,2,4,1,1.0,2,,1,2012,7,5,18,30,1.813657503674371,-3.0,90,3.3333333333333335,5.94,4.0
39,1948,1,4,10,8,4,,13,3.0,1,3,2,0.0,1,2,3,3,4,,3,3,,3,4,,2,3,,,5,3,3,2,3,4,2,7,7,4,3,4,7,12,12,7,1,7,10,6,1,6,7,12,1,6,6,7,6,1,12,9,6,12,7,1,1,1,2,2,2,2,2,3,1,3,2,1,7,6,5,3,4,3,5,2,7,4,3,3,1,1,1,1,1,2,4,,1,2,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,1,2,3,4,2,5,4,3,5,5,5,3,,2.0,,4.0,5.0,,7.0,,,,2.0,,,,,,,,,9.0,10.0,,,9.0,1.0,2.0,3.0,,,,,,,,1.0,3,2,2,2,,,,4.0,,,7.0,,,,,,2,4,10,6,2,2,10,10,10,5,10,2,10,6,10,10,2,1,1,5.0,,,,,,,,,8.0,,10.0,,12.0,,,,,17.0,,,,,2,,1.0,1,1,2,2,2,,3,2,5,,5.0,5,,5.0,3,2,2,4,1,2.0,2,,1,2012,7,5,19,21,2.0820075637806132,-6.0,40,2.3333333333333335,6.12,4.0
40,1990,2,1,16,11,1,1.0,2,,2,3,3,1.0,1,2,4,4,3,3.0,4,4,3.0,3,2,2.0,2,3,,,4,4,4,4,4,4,3,4,3,4,9,12,12,12,12,12,1,9,8,6,8,7,6,12,1,7,12,12,12,12,12,12,1,12,8,4,2,4,2,2,2,2,2,3,5,5,5,5,4,4,4,1,4,3,4,2,5,2,3,3,2,2,2,1,1,1,4,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,3,3,5,3,5,4,,,3.0,,5.0,,,,,,3.0,1.0,,,,5.0,,,,9.0,,,,5.0,1.0,2.0,,,5.0,,,,,,1.0,1,2,2,1,,2.0,3.0,,,,,,,,,,1,2,10,5,2,4,2,10,9,2,3,5,10,8,9,10,4,1,3,8.0,,,,,,,,,8.0,,,,12.0,,,,,17.0,18.0,,,,2,,1.0,2,1,2,2,2,,3,4,4,,5.0,1,600.0,,5,4,2,97,1,2.0,2,,2,2012,7,5,12,19,0.6614189689900163,-3.0,90,2.6666666666666665,5.76,4.0
41,1993,2,1,16,7,4,,11,11.0,2,3,4,0.0,1,2,3,3,3,,3,3,,2,2,,3,3,,,5,3,3,3,2,2,2,2,7,3,4,12,6,12,12,12,6,6,7,6,3,5,3,12,5,7,12,12,12,7,12,7,4,6,5,2,2,3,2,2,2,2,2,3,2,3,2,2,5,5,4,3,5,4,4,2,6,2,1,7,2,2,2,2,2,2,4,,3,3,2,2,2,2,7,3,1,1,1,7,1,1,1,7,1,1,1,4,1,1,1,7,1,1,1,4,1,1,1,4,4,4,4,4,3,5,5,4,5,3,5,3,1.0,,3.0,,,,,,,,1.0,,,,,5.0,6.0,,,9.0,,,,5.0,,,3.0,,5.0,,7.0,,,,5.0,2,2,2,2,1.0,,,,,,,8.0,,,,,2,1,10,9,9,6,3,3,9,3,4,3,10,7,6,10,2,1,2,10.0,,,,,,,,7.0,8.0,,,,,,,,16.0,17.0,,,,,1,2.0,,1,2,2,1,2,,4,4,4,,7.0,4,,7.0,4,2,2,4,2,,2,,1,2012,7,5,10,23,0.8464303418052233,-1.0,90,3.0,5.78,2.6666666666666665
42,1957,2,1,16,4,2,1.0,4,,2,3,4,1.0,1,2,4,4,3,3.0,4,4,4.0,4,7,1.0,3,1,9.0,,2,3,7,7,4,4,2,3,3,4,12,5,12,12,12,12,1,8,8,5,1,8,1,12,1,7,12,12,12,12,12,5,6,12,1,4,2,2,2,2,2,2,2,3,2,4,2,5,6,5,1,1,7,5,3,4,1,3,3,3,2,3,3,4,4,7,4,,3,3,3,4,2,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,5,5,5,5,5,3,5,3,1.0,,3.0,,,,7.0,8.0,,,1.0,,,,4.0,5.0,,7.0,,,,,,7.0,1.0,,,,5.0,,7.0,,,,5.0,3,1,2,1,,2.0,,4.0,,,,,,,,,2,2,10,5,2,2,3,2,10,2,4,3,10,6,9,2,4,2,3,5.0,,,2.0,,,,,,8.0,,10.0,,,,,,,,,,,,2,,2.0,1,1,2,2,1,7.0,2,3,1,650.0,,1,350.0,,3,4,2,4,1,2.0,2,,2,2012,7,5,15,29,0.9129760668981995,-6.0,50,2.6666666666666665,5.74,4.0
43,1989,2,1,16,2,4,,16,8.0,2,3,4,1.0,1,2,3,5,2,,4,3,,2,2,,4,3,,,5,4,3,3,2,2,2,2,2,2,12,12,12,12,12,12,10,12,8,12,12,8,10,12,11,12,12,12,12,12,12,12,6,12,12,4,1,2,2,2,1,2,2,3,3,3,3,1,7,7,7,1,7,6,7,2,11,1,2,3,2,2,2,2,2,2,4,,3,3,3,4,2,3,3,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,5,5,5,5,5,5,5,3,,2.0,,,,,,,,,2.0,,,3.0,4.0,,6.0,,,,,,,3.0,1.0,2.0,3.0,,,,,,,,3.0,1,2,1,2,,2.0,,4.0,,,,,,,,,1,7,2,10,2,3,9,9,10,2,9,9,9,10,5,10,4,2,3,2.0,,,,,,,,,,,,,12.0,,,,,17.0,,,,,1,1.0,,2,3,2,2,2,,5,4,1,230.0,,1,340.0,,5,4,2,4,2,,2,,1,2012,7,5,11,9,0.8247656456594186,-9.0,80,3.6666666666666665,6.52,2.6666666666666665
